,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System,System,System,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Ch6Read,Ch6Write,Ch6PMM_Read,Ch6PMM_Write,Ch7Read,Ch7Write,Ch7PMM_Read,Ch7PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),Memory (MB/s),Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Ch6Read,Ch6Write,Ch6PMM_Read,Ch6PMM_Write,Ch7Read,Ch7Write,Ch7PMM_Read,Ch7PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),Memory (MB/s),CXL.mem_P0Write,CXL.cache_P0hst->dv,DRAMRead,DRAMWrite,PMMREAD,PMMWrite,CXLRead,Read,Write,Memory
2026-01-14,17:58:42.761,   46.49,   22.67,    0.00,    0.00,,,,,   46.24,   22.19,    0.00,    0.00,,,,,   45.99,   21.93,    0.00,    0.00,,,,,   46.06,   22.31,    0.00,    0.00,,,,,  184.78,   89.10,    0.00,    0.00,  273.88,  143.26,   25.68,    0.00,    0.00,,,,,  142.03,   25.64,    0.00,    0.00,,,,,  141.72,   25.35,    0.00,    0.00,,,,,  143.97,   25.98,    0.00,    0.00,,,,,  570.98,  102.65,    0.00,    0.00,  673.62, 6819.51,    0.00,    755.75,    191.74,      0.00,      0.00,  11633.39,    755.75,    191.74,    947.50
2026-01-14,17:58:43.748,   43.31,   19.67,    0.00,    0.00,,,,,   42.71,   19.05,    0.00,    0.00,,,,,   42.38,   18.79,    0.00,    0.00,,,,,   42.96,   19.41,    0.00,    0.00,,,,,  171.36,   76.92,    0.00,    0.00,  248.28,   98.22,   23.26,    0.00,    0.00,,,,,   97.76,   23.52,    0.00,    0.00,,,,,   97.22,   23.03,    0.00,    0.00,,,,,   98.71,   23.30,    0.00,    0.00,,,,,  391.92,   93.11,    0.00,    0.00,  485.03, 4562.28,    0.00,    563.28,    170.03,      0.00,      0.00,   8631.26,    563.28,    170.03,    733.31
2026-01-14,17:58:44.748,   65.44,   29.60,    0.00,    0.00,,,,,   65.06,   29.10,    0.00,    0.00,,,,,   64.90,   28.93,    0.00,    0.00,,,,,   65.24,   29.41,    0.00,    0.00,,,,,  260.64,  117.03,    0.00,    0.00,  377.68,   82.49,   22.04,    0.00,    0.00,,,,,   82.06,   22.25,    0.00,    0.00,,,,,   81.65,   21.67,    0.00,    0.00,,,,,   82.86,   22.11,    0.00,    0.00,,,,,  329.06,   88.07,    0.00,    0.00,  417.13, 2954.88,    0.00,    589.71,    205.10,      0.00,      0.00,   8985.86,    589.71,    205.10,    794.81
2026-01-14,17:58:45.759,   36.61,   19.75,    0.00,    0.00,,,,,   36.03,   19.16,    0.00,    0.00,,,,,   35.75,   18.91,    0.00,    0.00,,,,,   36.17,   19.38,    0.00,    0.00,,,,,  144.57,   77.20,    0.00,    0.00,  221.77,   77.00,   19.69,    0.00,    0.00,,,,,   76.51,   19.91,    0.00,    0.00,,,,,   76.40,   19.45,    0.00,    0.00,,,,,   77.18,   19.67,    0.00,    0.00,,,,,  307.09,   78.71,    0.00,    0.00,  385.81, 5099.71,    0.00,    451.66,    155.92,      0.00,      0.00,   9148.35,    451.66,    155.92,    607.58
2026-01-14,17:58:46.748,   39.00,   19.62,    0.00,    0.00,,,,,   38.23,   18.97,    0.00,    0.00,,,,,   37.99,   18.73,    0.00,    0.00,,,,,   38.71,   19.41,    0.00,    0.00,,,,,  153.94,   76.73,    0.00,    0.00,  230.67,   76.75,   20.22,    0.00,    0.00,,,,,   76.46,   20.40,    0.00,    0.00,,,,,   76.23,   20.03,    0.00,    0.00,,,,,   77.26,   20.36,    0.00,    0.00,,,,,  306.69,   81.01,    0.00,    0.00,  387.70, 5575.79,    0.00,    460.63,    157.74,      0.00,      0.00,  10817.93,    460.63,    157.74,    618.37
2026-01-14,17:58:47.748,   30.88,   17.19,    0.00,    0.00,,,,,   30.07,   16.38,    0.00,    0.00,,,,,   29.76,   16.12,    0.00,    0.00,,,,,   30.57,   16.88,    0.00,    0.00,,,,,  121.28,   66.57,    0.00,    0.00,  187.85,   67.50,   18.39,    0.00,    0.00,,,,,   67.32,   18.78,    0.00,    0.00,,,,,   66.71,   18.31,    0.00,    0.00,,,,,   67.83,   18.60,    0.00,    0.00,,,,,  269.36,   74.08,    0.00,    0.00,  343.45, 7860.39,    0.00,    390.65,    140.65,      0.00,      0.00,  10945.32,    390.65,    140.65,    531.30
2026-01-14,17:58:48.749,   43.57,   21.30,    0.00,    0.00,,,,,   42.63,   20.55,    0.00,    0.00,,,,,   42.40,   20.34,    0.00,    0.00,,,,,   43.21,   21.03,    0.00,    0.00,,,,,  171.80,   83.22,    0.00,    0.00,  255.02,   94.38,   21.26,    0.00,    0.00,,,,,   94.05,   21.63,    0.00,    0.00,,,,,   93.65,   21.28,    0.00,    0.00,,,,,   94.45,   21.37,    0.00,    0.00,,,,,  376.54,   85.54,    0.00,    0.00,  462.08, 8151.58,    0.00,    548.35,    168.76,      0.00,      0.00,  12901.30,    548.35,    168.76,    717.11
2026-01-14,17:58:49.747,   46.31,   22.49,    0.00,    0.00,,,,,   45.47,   21.73,    0.00,    0.00,,,,,   45.35,   21.55,    0.00,    0.00,,,,,   46.02,   22.29,    0.00,    0.00,,,,,  183.16,   88.06,    0.00,    0.00,  271.22,   85.64,   18.72,    0.00,    0.00,,,,,   85.26,   19.00,    0.00,    0.00,,,,,   84.89,   18.57,    0.00,    0.00,,,,,   85.80,   18.66,    0.00,    0.00,,,,,  341.59,   74.95,    0.00,    0.00,  416.54, 9240.13,    0.00,    524.75,    163.01,      0.00,      0.00,  13418.40,    524.75,    163.01,    687.76
2026-01-14,17:58:50.748,   36.85,   18.36,    0.00,    0.00,,,,,   36.01,   17.58,    0.00,    0.00,,,,,   35.83,   17.37,    0.00,    0.00,,,,,   36.51,   18.04,    0.00,    0.00,,,,,  145.20,   71.35,    0.00,    0.00,  216.55,   77.90,   18.21,    0.00,    0.00,,,,,   77.18,   18.08,    0.00,    0.00,,,,,   77.04,   17.65,    0.00,    0.00,,,,,   78.05,   18.17,    0.00,    0.00,,,,,  310.17,   72.12,    0.00,    0.00,  382.29, 9091.49,    0.00,    455.37,    143.47,      0.00,      0.00,  12157.50,    455.37,    143.47,    598.84
2026-01-14,17:58:51.748,   31.16,   17.42,    0.00,    0.00,,,,,   30.31,   16.69,    0.00,    0.00,,,,,   30.05,   16.43,    0.00,    0.00,,,,,   30.74,   17.02,    0.00,    0.00,,,,,  122.26,   67.56,    0.00,    0.00,  189.82,   73.74,   18.84,    0.00,    0.00,,,,,   72.88,   19.01,    0.00,    0.00,,,,,   72.74,   18.60,    0.00,    0.00,,,,,   74.08,   18.89,    0.00,    0.00,,,,,  293.43,   75.34,    0.00,    0.00,  368.77, 8665.90,    0.00,    415.69,    142.90,      0.00,      0.00,  12656.80,    415.69,    142.90,    558.59
2026-01-14,17:58:52.749,   38.77,   18.96,    0.00,    0.00,,,,,   38.08,   18.25,    0.00,    0.00,,,,,   37.73,   17.98,    0.00,    0.00,,,,,   38.47,   18.65,    0.00,    0.00,,,,,  153.05,   73.84,    0.00,    0.00,  226.88,   69.66,   17.79,    0.00,    0.00,,,,,   69.56,   18.04,    0.00,    0.00,,,,,   69.54,   17.77,    0.00,    0.00,,,,,   70.13,   17.94,    0.00,    0.00,,,,,  278.90,   71.54,    0.00,    0.00,  350.44, 8312.96,    0.00,    431.94,    145.38,      0.00,      0.00,  13268.52,    431.94,    145.38,    577.32
2026-01-14,17:58:53.767,   41.54,   19.10,    0.00,    0.00,,,,,   40.82,   18.39,    0.00,    0.00,,,,,   40.58,   18.22,    0.00,    0.00,,,,,   41.21,   18.83,    0.00,    0.00,,,,,  164.14,   74.54,    0.00,    0.00,  238.68,   85.17,   20.87,    0.00,    0.00,,,,,   84.85,   21.05,    0.00,    0.00,,,,,   84.38,   20.61,    0.00,    0.00,,,,,   85.42,   20.98,    0.00,    0.00,,,,,  339.83,   83.51,    0.00,    0.00,  423.33, 8727.22,    0.00,    503.97,    158.04,      0.00,      0.00,  14320.17,    503.97,    158.04,    662.01
2026-01-14,17:58:54.749,   41.51,   19.53,    0.00,    0.00,,,,,   40.71,   18.81,    0.00,    0.00,,,,,   40.50,   18.58,    0.00,    0.00,,,,,   41.12,   19.25,    0.00,    0.00,,,,,  163.83,   76.17,    0.00,    0.00,  240.00,   76.61,   18.46,    0.00,    0.00,,,,,   76.37,   18.72,    0.00,    0.00,,,,,   75.89,   18.21,    0.00,    0.00,,,,,   76.89,   18.61,    0.00,    0.00,,,,,  305.75,   74.00,    0.00,    0.00,  379.75, 8476.89,    0.00,    469.58,    150.16,      0.00,      0.00,  12083.08,    469.58,    150.16,    619.75
2026-01-14,17:58:55.750,   43.49,   22.69,    0.00,    0.00,,,,,   42.82,   22.08,    0.00,    0.00,,,,,   42.57,   21.84,    0.00,    0.00,,,,,   43.15,   22.40,    0.00,    0.00,,,,,  172.03,   89.01,    0.00,    0.00,  261.04,   74.93,   18.72,    0.00,    0.00,,,,,   74.76,   18.92,    0.00,    0.00,,,,,   74.37,   18.48,    0.00,    0.00,,,,,   75.15,   18.78,    0.00,    0.00,,,,,  299.20,   74.91,    0.00,    0.00,  374.11, 9028.92,    0.00,    471.23,    163.92,      0.00,      0.00,  12353.09,    471.23,    163.92,    635.15
2026-01-14,17:58:56.750,   39.71,   19.90,    0.00,    0.00,,,,,   38.57,   19.05,    0.00,    0.00,,,,,   38.36,   18.83,    0.00,    0.00,,,,,   39.26,   19.54,    0.00,    0.00,,,,,  155.91,   77.32,    0.00,    0.00,  233.23,  115.26,   51.75,    0.00,    0.00,,,,,  114.52,   51.82,    0.00,    0.00,,,,,  114.04,   51.22,    0.00,    0.00,,,,,  115.35,   51.68,    0.00,    0.00,,,,,  459.16,  206.47,    0.00,    0.00,  665.64, 7231.05,    0.00,    615.07,    283.80,      0.00,      0.00,  12652.30,    615.07,    283.80,    898.86
2026-01-14,17:58:57.750,   32.04,   16.90,    0.00,    0.00,,,,,   31.35,   16.28,    0.00,    0.00,,,,,   31.16,   16.07,    0.00,    0.00,,,,,   31.74,   16.60,    0.00,    0.00,,,,,  126.30,   65.85,    0.00,    0.00,  192.15,   57.48,   18.38,    0.00,    0.00,,,,,   57.17,   18.46,    0.00,    0.00,,,,,   56.76,   18.07,    0.00,    0.00,,,,,   57.63,   18.47,    0.00,    0.00,,,,,  229.03,   73.37,    0.00,    0.00,  302.40, 3650.90,    0.00,    355.34,    139.22,      0.00,      0.00,   6652.82,    355.34,    139.22,    494.55
2026-01-14,17:58:58.750,   39.85,   19.45,    0.00,    0.00,,,,,   39.00,   18.83,    0.00,    0.00,,,,,   38.74,   18.62,    0.00,    0.00,,,,,   39.44,   19.13,    0.00,    0.00,,,,,  157.03,   76.03,    0.00,    0.00,  233.06,   48.17,   18.32,    0.00,    0.00,,,,,   48.16,   18.76,    0.00,    0.00,,,,,   47.87,   18.32,    0.00,    0.00,,,,,   48.04,   18.42,    0.00,    0.00,,,,,  192.24,   73.82,    0.00,    0.00,  266.06, 3199.39,    0.00,    349.27,    149.85,      0.00,      0.00,   5886.83,    349.27,    149.85,    499.12
2026-01-14,17:58:59.759,   38.25,   19.72,    0.00,    0.00,,,,,   37.61,   19.18,    0.00,    0.00,,,,,   37.37,   18.94,    0.00,    0.00,,,,,   37.81,   19.44,    0.00,    0.00,,,,,  151.05,   77.28,    0.00,    0.00,  228.33,   41.51,   16.64,    0.00,    0.00,,,,,   41.28,   16.84,    0.00,    0.00,,,,,   41.03,   16.58,    0.00,    0.00,,,,,   41.50,   16.72,    0.00,    0.00,,,,,  165.33,   66.78,    0.00,    0.00,  232.11, 1965.31,    0.00,    316.38,    144.06,      0.00,      0.00,   2236.22,    316.38,    144.06,    460.44
2026-01-14,17:59:00.749,   36.90,   18.63,    0.00,    0.00,,,,,   36.23,   18.08,    0.00,    0.00,,,,,   35.98,   17.84,    0.00,    0.00,,,,,   36.60,   18.36,    0.00,    0.00,,,,,  145.70,   72.91,    0.00,    0.00,  218.61,   75.59,   19.49,    0.00,    0.00,,,,,   74.68,   19.74,    0.00,    0.00,,,,,   74.62,   19.40,    0.00,    0.00,,,,,   76.28,   19.75,    0.00,    0.00,,,,,  301.17,   78.38,    0.00,    0.00,  379.55, 6585.66,    0.00,    446.88,    151.29,      0.00,      0.00,  10145.71,    446.88,    151.29,    598.16
2026-01-14,17:59:01.750,   38.30,   21.18,    0.00,    0.00,,,,,   37.30,   20.31,    0.00,    0.00,,,,,   36.94,   20.04,    0.00,    0.00,,,,,   37.77,   20.76,    0.00,    0.00,,,,,  150.32,   82.29,    0.00,    0.00,  232.60,  224.36,  123.38,    0.00,    0.00,,,,,  223.64,  123.55,    0.00,    0.00,,,,,  222.68,  122.51,    0.00,    0.00,,,,,  224.02,  123.06,    0.00,    0.00,,,,,  894.71,  492.49,    0.00,    0.00, 1387.20, 4174.29,    0.00,   1045.02,    574.78,      0.00,      0.00,  10453.88,   1045.02,    574.78,   1619.80
2026-01-14,17:59:02.752,   39.13,   19.64,    0.00,    0.00,,,,,   38.51,   19.01,    0.00,    0.00,,,,,   38.24,   18.71,    0.00,    0.00,,,,,   38.83,   19.35,    0.00,    0.00,,,,,  154.71,   76.72,    0.00,    0.00,  231.43,   93.33,   21.46,    0.00,    0.00,,,,,   92.38,   21.70,    0.00,    0.00,,,,,   92.09,   21.26,    0.00,    0.00,,,,,   93.56,   21.57,    0.00,    0.00,,,,,  371.36,   85.99,    0.00,    0.00,  457.35, 6205.76,    0.00,    526.07,    162.71,      0.00,      0.00,  10696.79,    526.07,    162.71,    688.78
2026-01-14,17:59:03.753,   59.74,   27.57,    0.00,    0.00,,,,,   59.39,   27.11,    0.00,    0.00,,,,,   59.20,   26.91,    0.00,    0.00,,,,,   59.42,   27.31,    0.00,    0.00,,,,,  237.75,  108.90,    0.00,    0.00,  346.65,   87.28,   22.45,    0.00,    0.00,,,,,   86.47,   22.66,    0.00,    0.00,,,,,   86.05,   22.23,    0.00,    0.00,,,,,   87.76,   22.60,    0.00,    0.00,,,,,  347.56,   89.95,    0.00,    0.00,  437.51, 5473.46,    0.00,    585.31,    198.85,      0.00,      0.00,   9926.55,    585.31,    198.85,    784.16
2026-01-14,17:59:04.753,   41.20,   20.15,    0.00,    0.00,,,,,   40.67,   19.58,    0.00,    0.00,,,,,   40.49,   19.42,    0.00,    0.00,,,,,   40.87,   19.87,    0.00,    0.00,,,,,  163.23,   79.02,    0.00,    0.00,  242.24,  109.50,   24.23,    0.00,    0.00,,,,,  108.45,   24.25,    0.00,    0.00,,,,,  108.31,   23.90,    0.00,    0.00,,,,,  110.29,   24.49,    0.00,    0.00,,,,,  436.54,   96.86,    0.00,    0.00,  533.40, 5079.35,    0.00,    599.77,    175.88,      0.00,      0.00,  11084.26,    599.77,    175.88,    775.64
2026-01-14,17:59:05.752,  114.52,   56.46,    0.00,    0.00,,,,,  113.19,   55.10,    0.00,    0.00,,,,,  112.08,   54.28,    0.00,    0.00,,,,,  114.38,   56.51,    0.00,    0.00,,,,,  454.18,  222.36,    0.00,    0.00,  676.54,  111.52,   28.73,    0.00,    0.00,,,,,  109.67,   28.35,    0.00,    0.00,,,,,  109.52,   28.34,    0.00,    0.00,,,,,  110.95,   27.79,    0.00,    0.00,,,,,  441.66,  113.21,    0.00,    0.00,  554.87, 4735.60,    0.00,    895.84,    335.57,      0.00,      0.00,   9357.20,    895.84,    335.57,   1231.41
2026-01-14,17:59:06.753,  104.44,   68.68,    0.00,    0.00,,,,,  101.44,   65.38,    0.00,    0.00,,,,,   98.19,   63.05,    0.00,    0.00,,,,,  107.30,   71.72,    0.00,    0.00,,,,,  411.37,  268.83,    0.00,    0.00,  680.20,  204.91,   49.81,    0.00,    0.00,,,,,  204.59,   50.08,    0.00,    0.00,,,,,  208.45,   53.86,    0.00,    0.00,,,,,  202.37,   47.47,    0.00,    0.00,,,,,  820.31,  201.23,    0.00,    0.00, 1021.55, 4882.36,    0.00,   1231.69,    470.07,      0.00,      0.00,   7321.68,   1231.69,    470.07,   1701.75
2026-01-14,17:59:07.753,   93.98,   60.30,    0.00,    0.00,,,,,   91.08,   56.69,    0.00,    0.00,,,,,   87.74,   54.21,    0.00,    0.00,,,,,   97.02,   63.34,    0.00,    0.00,,,,,  369.81,  234.54,    0.00,    0.00,  604.36,  100.49,   42.44,    0.00,    0.00,,,,,   99.39,   42.54,    0.00,    0.00,,,,,  102.87,   46.07,    0.00,    0.00,,,,,   98.51,   40.06,    0.00,    0.00,,,,,  401.26,  171.11,    0.00,    0.00,  572.37, 5695.96,    0.00,    771.08,    405.65,      0.00,      0.00,  11523.97,    771.08,    405.65,   1176.73
2026-01-14,17:59:08.756,   86.59,   57.67,    0.00,    0.00,,,,,   86.47,   57.12,    0.00,    0.00,,,,,   82.07,   53.63,    0.00,    0.00,,,,,   90.42,   61.75,    0.00,    0.00,,,,,  345.55,  230.17,    0.00,    0.00,  575.72,  129.50,   54.45,    0.00,    0.00,,,,,  128.15,   54.36,    0.00,    0.00,,,,,  131.73,   58.10,    0.00,    0.00,,,,,  127.88,   52.23,    0.00,    0.00,,,,,  517.26,  219.14,    0.00,    0.00,  736.40, 5097.83,    0.00,    862.81,    449.31,      0.00,      0.00,  11097.60,    862.81,    449.31,   1312.13
2026-01-14,17:59:09.753,   86.38,   55.20,    0.00,    0.00,,,,,   87.16,   55.44,    0.00,    0.00,,,,,   82.35,   51.49,    0.00,    0.00,,,,,   90.23,   59.32,    0.00,    0.00,,,,,  346.11,  221.45,    0.00,    0.00,  567.56,  130.25,   47.16,    0.00,    0.00,,,,,  131.42,   50.43,    0.00,    0.00,,,,,  133.78,   52.88,    0.00,    0.00,,,,,  130.08,   46.28,    0.00,    0.00,,,,,  525.52,  196.75,    0.00,    0.00,  722.27, 6266.65,    0.00,    871.64,    418.20,      0.00,      0.00,  10751.51,    871.64,    418.20,   1289.83
2026-01-14,17:59:10.754,   63.39,   44.60,    0.00,    0.00,,,,,   64.96,   45.95,    0.00,    0.00,,,,,   59.07,   40.92,    0.00,    0.00,,,,,   68.35,   49.80,    0.00,    0.00,,,,,  255.76,  181.27,    0.00,    0.00,  437.03,  128.41,   45.33,    0.00,    0.00,,,,,  129.25,   47.13,    0.00,    0.00,,,,,  132.19,   50.52,    0.00,    0.00,,,,,  127.66,   44.13,    0.00,    0.00,,,,,  517.52,  187.11,    0.00,    0.00,  704.62, 8207.38,    0.00,    773.27,    368.38,      0.00,      0.00,  13507.00,    773.27,    368.38,   1141.66
2026-01-14,17:59:11.754,   87.39,   55.64,    0.00,    0.00,,,,,   86.02,   54.14,    0.00,    0.00,,,,,   81.53,   50.56,    0.00,    0.00,,,,,   90.56,   59.00,    0.00,    0.00,,,,,  345.50,  219.35,    0.00,    0.00,  564.85,  122.14,   47.43,    0.00,    0.00,,,,,  118.62,   44.85,    0.00,    0.00,,,,,  122.71,   48.89,    0.00,    0.00,,,,,  119.27,   44.18,    0.00,    0.00,,,,,  482.74,  185.35,    0.00,    0.00,  668.09, 9527.37,    0.00,    828.24,    404.70,      0.00,      0.00,  11820.31,    828.24,    404.70,   1232.94
2026-01-14,17:59:12.753,   64.31,   45.71,    0.00,    0.00,,,,,   61.26,   42.50,    0.00,    0.00,,,,,   57.35,   39.49,    0.00,    0.00,,,,,   66.73,   48.28,    0.00,    0.00,,,,,  249.66,  175.98,    0.00,    0.00,  425.64,  110.80,   45.42,    0.00,    0.00,,,,,  106.14,   41.96,    0.00,    0.00,,,,,  111.01,   46.56,    0.00,    0.00,,,,,  107.57,   41.90,    0.00,    0.00,,,,,  435.52,  175.85,    0.00,    0.00,  611.36,10330.44,    0.00,    685.17,    351.83,      0.00,      0.00,  12211.35,    685.17,    351.83,   1037.00
2026-01-14,17:59:13.754,   94.40,   55.78,    0.00,    0.00,,,,,   89.08,   50.59,    0.00,    0.00,,,,,   86.44,   48.70,    0.00,    0.00,,,,,   96.43,   58.09,    0.00,    0.00,,,,,  366.36,  213.16,    0.00,    0.00,  579.52,   96.71,   43.88,    0.00,    0.00,,,,,   93.94,   42.09,    0.00,    0.00,,,,,   97.96,   46.06,    0.00,    0.00,,,,,   94.04,   40.84,    0.00,    0.00,,,,,  382.66,  172.87,    0.00,    0.00,  555.53,10354.00,    0.00,    749.02,    386.03,      0.00,      0.00,  12990.71,    749.02,    386.03,   1135.05
2026-01-14,17:59:14.753,   75.50,   52.18,    0.00,    0.00,,,,,   69.66,   46.30,    0.00,    0.00,,,,,   67.64,   45.15,    0.00,    0.00,,,,,   77.44,   54.44,    0.00,    0.00,,,,,  290.24,  198.07,    0.00,    0.00,  488.31,  102.83,   41.92,    0.00,    0.00,,,,,  103.24,   43.02,    0.00,    0.00,,,,,  106.52,   46.27,    0.00,    0.00,,,,,  101.79,   40.21,    0.00,    0.00,,,,,  414.39,  171.42,    0.00,    0.00,  585.81, 9617.30,    0.00,    704.63,    369.49,      0.00,      0.00,  11698.51,    704.63,    369.49,   1074.12
2026-01-14,17:59:15.754,  100.63,   60.11,    0.00,    0.00,,,,,   95.65,   55.06,    0.00,    0.00,,,,,   94.49,   54.46,    0.00,    0.00,,,,,  102.16,   61.75,    0.00,    0.00,,,,,  392.93,  231.38,    0.00,    0.00,  624.31,   92.68,   37.47,    0.00,    0.00,,,,,   92.38,   38.32,    0.00,    0.00,,,,,   94.55,   40.44,    0.00,    0.00,,,,,   91.89,   36.07,    0.00,    0.00,,,,,  371.50,  152.30,    0.00,    0.00,  523.79, 8630.89,    0.00,    764.42,    383.68,      0.00,      0.00,  11880.90,    764.42,    383.68,   1148.10
2026-01-14,17:59:16.753,   31.83,   17.11,    0.00,    0.00,,,,,   30.96,   16.39,    0.00,    0.00,,,,,   30.74,   16.14,    0.00,    0.00,,,,,   31.55,   16.90,    0.00,    0.00,,,,,  125.08,   66.54,    0.00,    0.00,  191.62,   69.82,   20.13,    0.00,    0.00,,,,,   69.47,   20.29,    0.00,    0.00,,,,,   69.44,   20.06,    0.00,    0.00,,,,,   69.99,   20.34,    0.00,    0.00,,,,,  278.73,   80.82,    0.00,    0.00,  359.55, 8076.10,    0.00,    403.82,    147.36,      0.00,      0.00,  13379.58,    403.82,    147.36,    551.17
2026-01-14,17:59:17.754,   42.80,   21.35,    0.00,    0.00,,,,,   42.35,   20.86,    0.00,    0.00,,,,,   42.00,   20.60,    0.00,    0.00,,,,,   42.49,   21.13,    0.00,    0.00,,,,,  169.64,   83.94,    0.00,    0.00,  253.58,   67.50,   19.02,    0.00,    0.00,,,,,   66.56,   18.96,    0.00,    0.00,,,,,   66.58,   18.77,    0.00,    0.00,,,,,   67.60,   18.94,    0.00,    0.00,,,,,  268.24,   75.70,    0.00,    0.00,  343.94, 7092.82,    0.00,    437.88,    159.64,      0.00,      0.00,  13183.86,    437.88,    159.64,    597.52
2026-01-14,17:59:18.754,   32.33,   17.55,    0.00,    0.00,,,,,   31.62,   16.99,    0.00,    0.00,,,,,   31.31,   16.74,    0.00,    0.00,,,,,   32.05,   17.33,    0.00,    0.00,,,,,  127.32,   68.61,    0.00,    0.00,  195.93,   72.68,   20.68,    0.00,    0.00,,,,,   72.02,   20.78,    0.00,    0.00,,,,,   71.99,   20.56,    0.00,    0.00,,,,,   72.59,   20.64,    0.00,    0.00,,,,,  289.27,   82.66,    0.00,    0.00,  371.93, 6752.45,    0.00,    416.59,    151.27,      0.00,      0.00,  11646.06,    416.59,    151.27,    567.86
2026-01-14,17:59:19.754,   55.93,   26.31,    0.00,    0.00,,,,,   55.48,   25.83,    0.00,    0.00,,,,,   55.20,   25.59,    0.00,    0.00,,,,,   55.62,   26.14,    0.00,    0.00,,,,,  222.23,  103.87,    0.00,    0.00,  326.10,   67.25,   20.09,    0.00,    0.00,,,,,   66.87,   20.39,    0.00,    0.00,,,,,   66.47,   20.02,    0.00,    0.00,,,,,   67.35,   20.17,    0.00,    0.00,,,,,  267.94,   80.66,    0.00,    0.00,  348.61, 6472.08,    0.00,    490.18,    184.53,      0.00,      0.00,  13622.93,    490.18,    184.53,    674.71
2026-01-14,17:59:20.753,   58.88,   27.75,    0.00,    0.00,,,,,   58.47,   27.23,    0.00,    0.00,,,,,   58.11,   26.93,    0.00,    0.00,,,,,   58.65,   27.58,    0.00,    0.00,,,,,  234.12,  109.49,    0.00,    0.00,  343.60,   84.75,   20.76,    0.00,    0.00,,,,,   83.73,   20.94,    0.00,    0.00,,,,,   83.76,   20.63,    0.00,    0.00,,,,,   85.04,   20.82,    0.00,    0.00,,,,,  337.28,   83.15,    0.00,    0.00,  420.43, 7634.10,    0.00,    571.39,    192.64,      0.00,      0.00,  11784.94,    571.39,    192.64,    764.03
2026-01-14,17:59:21.753,  183.93,  115.76,    0.00,    0.00,,,,,  182.28,  113.60,    0.00,    0.00,,,,,  174.54,  107.03,    0.00,    0.00,,,,,  189.51,  121.34,    0.00,    0.00,,,,,  730.25,  457.72,    0.00,    0.00, 1187.97,  147.18,   59.36,    0.00,    0.00,,,,,  141.94,   54.99,    0.00,    0.00,,,,,  149.11,   62.45,    0.00,    0.00,,,,,  141.88,   53.64,    0.00,    0.00,,,,,  580.12,  230.43,    0.00,    0.00,  810.55, 8557.77,    0.00,   1310.36,    688.16,      0.00,      0.00,  12923.86,   1310.36,    688.16,   1998.52
2026-01-14,17:59:22.753,   99.48,   77.96,    0.00,    0.00,,,,,   96.08,   73.89,    0.00,    0.00,,,,,   88.70,   67.97,    0.00,    0.00,,,,,  103.77,   82.52,    0.00,    0.00,,,,,  388.03,  302.34,    0.00,    0.00,  690.36,  143.24,   57.92,    0.00,    0.00,,,,,  143.12,   58.48,    0.00,    0.00,,,,,  149.00,   64.63,    0.00,    0.00,,,,,  139.77,   54.12,    0.00,    0.00,,,,,  575.12,  235.14,    0.00,    0.00,  810.27, 6567.78,    0.00,    963.15,    537.48,      0.00,      0.00,   9353.54,    963.15,    537.48,   1500.63
