,,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT0,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,SKT1,System,System,System,System,System,System,System,System
Date,Time,Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Ch6Read,Ch6Write,Ch6PMM_Read,Ch6PMM_Write,Ch7Read,Ch7Write,Ch7PMM_Read,Ch7PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),Memory (MB/s),Ch0Read,Ch0Write,Ch0PMM_Read,Ch0PMM_Write,Ch1Read,Ch1Write,Ch1PMM_Read,Ch1PMM_Write,Ch2Read,Ch2Write,Ch2PMM_Read,Ch2PMM_Write,Ch3Read,Ch3Write,Ch3PMM_Read,Ch3PMM_Write,Ch4Read,Ch4Write,Ch4PMM_Read,Ch4PMM_Write,Ch5Read,Ch5Write,Ch5PMM_Read,Ch5PMM_Write,Ch6Read,Ch6Write,Ch6PMM_Read,Ch6PMM_Write,Ch7Read,Ch7Write,Ch7PMM_Read,Ch7PMM_Write,Mem Read (MB/s),Mem Write (MB/s),PMM_Read (MB/s), PMM_Write (MB/s),Memory (MB/s),CXL.mem_P0Write,CXL.cache_P0hst->dv,DRAMRead,DRAMWrite,PMMREAD,PMMWrite,CXLRead,Read,Write,Memory
2026-01-14,17:54:15.512,   49.37,   20.54,    0.00,    0.00,,,,,   48.63,   20.05,    0.00,    0.00,,,,,   48.54,   19.90,    0.00,    0.00,,,,,   49.41,   20.57,    0.00,    0.00,,,,,  195.95,   81.06,    0.00,    0.00,  277.01,   22.96,   14.41,    0.00,    0.00,,,,,   23.06,   14.56,    0.00,    0.00,,,,,   23.06,   14.51,    0.00,    0.00,,,,,   22.94,   14.42,    0.00,    0.00,,,,,   92.02,   57.91,    0.00,    0.00,  149.93,    1.18,    0.00,    287.96,    138.98,      0.00,      0.00,      2.45,    287.96,    138.98,    426.94
2026-01-14,17:54:16.512,   23.64,   14.05,    0.00,    0.00,,,,,   22.87,   13.58,    0.00,    0.00,,,,,   22.71,   13.38,    0.00,    0.00,,,,,   23.68,   14.07,    0.00,    0.00,,,,,   92.91,   55.08,    0.00,    0.00,  147.99,   13.88,   11.87,    0.00,    0.00,,,,,   13.95,   11.98,    0.00,    0.00,,,,,   13.90,   11.89,    0.00,    0.00,,,,,   13.84,   11.83,    0.00,    0.00,,,,,   55.56,   47.57,    0.00,    0.00,  103.13,    0.07,    0.00,    148.47,    102.65,      0.00,      0.00,      2.42,    148.47,    102.65,    251.12
2026-01-14,17:54:17.512,   59.41,   21.26,    0.00,    0.00,,,,,   58.68,   20.66,    0.00,    0.00,,,,,   58.60,   20.57,    0.00,    0.00,,,,,   59.46,   21.22,    0.00,    0.00,,,,,  236.15,   83.70,    0.00,    0.00,  319.85,   15.17,   12.43,    0.00,    0.00,,,,,   15.14,   12.45,    0.00,    0.00,,,,,   15.09,   12.40,    0.00,    0.00,,,,,   15.17,   12.44,    0.00,    0.00,,,,,   60.57,   49.72,    0.00,    0.00,  110.29,    0.12,    0.00,    296.72,    133.43,      0.00,      0.00,      2.48,    296.72,    133.43,    430.15
2026-01-14,17:54:18.512,  351.44,   29.84,    0.00,    0.00,,,,,  350.47,   29.09,    0.00,    0.00,,,,,  350.34,   28.93,    0.00,    0.00,,,,,  351.52,   29.75,    0.00,    0.00,,,,, 1403.78,  117.62,    0.00,    0.00, 1521.40,   28.10,   15.20,    0.00,    0.00,,,,,   28.22,   15.35,    0.00,    0.00,,,,,   28.03,   15.18,    0.00,    0.00,,,,,   27.96,   15.11,    0.00,    0.00,,,,,  112.30,   60.84,    0.00,    0.00,  173.15,    0.16,    0.00,   1516.08,    178.46,      0.00,      0.00,      2.46,   1516.08,    178.46,   1694.54
2026-01-14,17:54:19.512,  373.58,  173.09,    0.00,    0.00,,,,,  366.63,  165.30,    0.00,    0.00,,,,,  358.06,  157.44,    0.00,    0.00,,,,,  376.78,  175.71,    0.00,    0.00,,,,, 1475.06,  671.54,    0.00,    0.00, 2146.59,   84.28,   50.12,    0.00,    0.00,,,,,   91.63,   57.19,    0.00,    0.00,,,,,   97.20,   63.09,    0.00,    0.00,,,,,   83.77,   48.94,    0.00,    0.00,,,,,  356.88,  219.33,    0.00,    0.00,  576.21,    0.26,    0.00,   1831.93,    890.87,      0.00,      0.00,      2.81,   1831.93,    890.87,   2722.80
2026-01-14,17:54:20.512,  129.58,  106.03,    0.00,    0.00,,,,,  127.81,  103.42,    0.00,    0.00,,,,,  116.33,   92.82,    0.00,    0.00,,,,,  135.61,  111.56,    0.00,    0.00,,,,,  509.33,  413.82,    0.00,    0.00,  923.15,   85.11,   50.28,    0.00,    0.00,,,,,   96.95,   60.97,    0.00,    0.00,,,,,  103.91,   68.44,    0.00,    0.00,,,,,   84.49,   48.67,    0.00,    0.00,,,,,  370.45,  228.36,    0.00,    0.00,  598.82,    0.13,    0.00,    879.79,    642.18,      0.00,      0.00,      2.12,    879.79,    642.18,   1521.97
2026-01-14,17:54:21.512,  150.62,  117.45,    0.00,    0.00,,,,,  134.31,  101.76,    0.00,    0.00,,,,,  131.16,   98.72,    0.00,    0.00,,,,,  156.62,  122.87,    0.00,    0.00,,,,,  572.71,  440.80,    0.00,    0.00, 1013.52,   84.88,   49.07,    0.00,    0.00,,,,,   98.26,   60.37,    0.00,    0.00,,,,,  105.63,   68.58,    0.00,    0.00,,,,,   85.15,   48.02,    0.00,    0.00,,,,,  373.93,  226.05,    0.00,    0.00,  599.97,    0.22,    0.00,    946.64,    666.85,      0.00,      0.00,      2.51,    946.64,    666.85,   1613.49
2026-01-14,17:54:22.512,  142.32,  114.21,    0.00,    0.00,,,,,  134.51,  106.20,    0.00,    0.00,,,,,  126.32,   98.85,    0.00,    0.00,,,,,  148.18,  119.77,    0.00,    0.00,,,,,  551.33,  439.04,    0.00,    0.00,  990.37,   85.40,   51.68,    0.00,    0.00,,,,,   98.13,   62.15,    0.00,    0.00,,,,,  107.74,   72.45,    0.00,    0.00,,,,,   85.24,   50.26,    0.00,    0.00,,,,,  376.51,  236.53,    0.00,    0.00,  613.04,    0.12,    0.00,    927.84,    675.57,      0.00,      0.00,      2.70,    927.84,    675.57,   1603.41
2026-01-14,17:54:23.513,  174.45,  132.28,    0.00,    0.00,,,,,  165.24,  122.64,    0.00,    0.00,,,,,  157.85,  115.95,    0.00,    0.00,,,,,  180.46,  137.75,    0.00,    0.00,,,,,  678.01,  508.62,    0.00,    0.00, 1186.63,   98.67,   56.37,    0.00,    0.00,,,,,  107.36,   64.06,    0.00,    0.00,,,,,  115.08,   72.32,    0.00,    0.00,,,,,   97.23,   53.58,    0.00,    0.00,,,,,  418.35,  246.33,    0.00,    0.00,  664.67,   16.15,    0.00,   1096.35,    754.95,      0.00,      0.00,     33.95,   1096.35,    754.95,   1851.30
2026-01-14,17:54:24.513,  139.71,  111.84,    0.00,    0.00,,,,,  132.40,  104.06,    0.00,    0.00,,,,,  124.17,   96.35,    0.00,    0.00,,,,,  146.39,  117.80,    0.00,    0.00,,,,,  542.68,  430.05,    0.00,    0.00,  972.73,   87.37,   52.22,    0.00,    0.00,,,,,   94.79,   59.11,    0.00,    0.00,,,,,  103.24,   68.11,    0.00,    0.00,,,,,   85.21,   48.98,    0.00,    0.00,,,,,  370.62,  228.41,    0.00,    0.00,  599.03,    3.05,    0.00,    913.30,    658.46,      0.00,      0.00,      2.88,    913.30,    658.46,   1571.76
2026-01-14,17:54:25.513,  152.03,  114.41,    0.00,    0.00,,,,,  146.34,  108.08,    0.00,    0.00,,,,,  137.84,   99.94,    0.00,    0.00,,,,,  158.75,  120.05,    0.00,    0.00,,,,,  594.95,  442.48,    0.00,    0.00, 1037.44,   90.38,   52.57,    0.00,    0.00,,,,,   97.75,   59.15,    0.00,    0.00,,,,,  104.43,   66.51,    0.00,    0.00,,,,,   88.06,   49.25,    0.00,    0.00,,,,,  380.61,  227.48,    0.00,    0.00,  608.10,    0.38,    0.00,    975.56,    669.97,      0.00,      0.00,      2.22,    975.56,    669.97,   1645.53
2026-01-14,17:54:26.513,  129.54,  107.18,    0.00,    0.00,,,,,  122.09,   99.13,    0.00,    0.00,,,,,  114.38,   92.10,    0.00,    0.00,,,,,  136.40,  112.38,    0.00,    0.00,,,,,  502.41,  410.79,    0.00,    0.00,  913.20,   86.46,   52.71,    0.00,    0.00,,,,,   95.67,   61.16,    0.00,    0.00,,,,,  102.27,   68.27,    0.00,    0.00,,,,,   84.02,   49.42,    0.00,    0.00,,,,,  368.41,  231.57,    0.00,    0.00,  599.98,    0.20,    0.00,    870.83,    642.36,      0.00,      0.00,      2.56,    870.83,    642.36,   1513.18
2026-01-14,17:54:27.513,  149.18,  114.59,    0.00,    0.00,,,,,  142.81,  107.30,    0.00,    0.00,,,,,  135.65,  100.95,    0.00,    0.00,,,,,  156.09,  120.50,    0.00,    0.00,,,,,  583.72,  443.34,    0.00,    0.00, 1027.06,   95.25,   57.34,    0.00,    0.00,,,,,   93.50,   55.18,    0.00,    0.00,,,,,  102.58,   64.79,    0.00,    0.00,,,,,   89.72,   51.18,    0.00,    0.00,,,,,  381.04,  228.49,    0.00,    0.00,  609.53,    0.16,    0.00,    964.76,    671.82,      0.00,      0.00,      2.32,    964.76,    671.82,   1636.58
2026-01-14,17:54:28.513,  153.06,  117.36,    0.00,    0.00,,,,,  146.17,  109.97,    0.00,    0.00,,,,,  138.24,  102.82,    0.00,    0.00,,,,,  159.47,  123.24,    0.00,    0.00,,,,,  596.94,  453.38,    0.00,    0.00, 1050.33,  107.64,   62.74,    0.00,    0.00,,,,,   98.95,   53.56,    0.00,    0.00,,,,,  112.87,   67.79,    0.00,    0.00,,,,,   99.76,   54.40,    0.00,    0.00,,,,,  419.22,  238.48,    0.00,    0.00,  657.70,    0.25,    0.00,   1016.16,    691.86,      0.00,      0.00,      1.88,   1016.16,    691.86,   1708.02
2026-01-14,17:54:29.514,   53.52,   28.03,    0.00,    0.00,,,,,   52.71,   27.41,    0.00,    0.00,,,,,   52.50,   27.15,    0.00,    0.00,,,,,   53.66,   28.13,    0.00,    0.00,,,,,  212.40,  110.72,    0.00,    0.00,  323.12,   18.97,   14.51,    0.00,    0.00,,,,,   19.04,   14.60,    0.00,    0.00,,,,,   19.14,   14.71,    0.00,    0.00,,,,,   18.92,   14.42,    0.00,    0.00,,,,,   76.07,   58.24,    0.00,    0.00,  134.31,    0.12,    0.00,    288.46,    168.97,      0.00,      0.00,      0.18,    288.46,    168.97,    457.43
2026-01-14,17:54:30.515,   37.02,   19.14,    0.00,    0.00,,,,,   36.36,   18.68,    0.00,    0.00,,,,,   36.27,   18.52,    0.00,    0.00,,,,,   37.06,   19.20,    0.00,    0.00,,,,,  146.71,   75.54,    0.00,    0.00,  222.25,   20.61,   13.97,    0.00,    0.00,,,,,   20.87,   14.34,    0.00,    0.00,,,,,   20.75,   14.20,    0.00,    0.00,,,,,   20.56,   13.96,    0.00,    0.00,,,,,   82.78,   56.48,    0.00,    0.00,  139.26,    0.11,    0.00,    229.49,    132.01,      0.00,      0.00,      0.09,    229.49,    132.01,    361.50
2026-01-14,17:54:31.516,   30.98,   15.99,    0.00,    0.00,,,,,   30.18,   15.53,    0.00,    0.00,,,,,   29.99,   15.36,    0.00,    0.00,,,,,   30.92,   15.92,    0.00,    0.00,,,,,  122.06,   62.79,    0.00,    0.00,  184.85,   15.55,   12.50,    0.00,    0.00,,,,,   15.78,   12.74,    0.00,    0.00,,,,,   15.72,   12.63,    0.00,    0.00,,,,,   15.54,   12.49,    0.00,    0.00,,,,,   62.59,   50.36,    0.00,    0.00,  112.95,    0.07,    0.00,    184.65,    113.15,      0.00,      0.00,      0.12,    184.65,    113.15,    297.80
2026-01-14,17:54:32.516,   44.38,   19.68,    0.00,    0.00,,,,,   43.70,   19.15,    0.00,    0.00,,,,,   43.64,   19.09,    0.00,    0.00,,,,,   44.41,   19.69,    0.00,    0.00,,,,,  176.13,   77.61,    0.00,    0.00,  253.74,   18.00,   12.95,    0.00,    0.00,,,,,   18.29,   13.21,    0.00,    0.00,,,,,   18.20,   13.08,    0.00,    0.00,,,,,   18.04,   13.01,    0.00,    0.00,,,,,   72.53,   52.24,    0.00,    0.00,  124.77,    0.08,    0.00,    248.66,    129.86,      0.00,      0.00,      0.04,    248.66,    129.86,    378.52
2026-01-14,17:54:33.516,   43.30,   21.58,    0.00,    0.00,,,,,   42.68,   21.14,    0.00,    0.00,,,,,   42.60,   20.99,    0.00,    0.00,,,,,   43.30,   21.62,    0.00,    0.00,,,,,  171.89,   85.34,    0.00,    0.00,  257.22,   21.08,   14.55,    0.00,    0.00,,,,,   21.20,   14.75,    0.00,    0.00,,,,,   21.09,   14.65,    0.00,    0.00,,,,,   21.07,   14.58,    0.00,    0.00,,,,,   84.44,   58.54,    0.00,    0.00,  142.98,    8.13,    0.00,    256.32,    143.87,      0.00,      0.00,     31.32,    256.32,    143.87,    400.20
2026-01-14,17:54:34.516,  302.15,  194.77,    0.00,    0.00,,,,,  287.56,  180.12,    0.00,    0.00,,,,,  284.21,  177.78,    0.00,    0.00,,,,,  305.66,  198.85,    0.00,    0.00,,,,, 1179.59,  751.52,    0.00,    0.00, 1931.11,   89.67,   56.59,    0.00,    0.00,,,,,   81.07,   48.46,    0.00,    0.00,,,,,   90.90,   58.66,    0.00,    0.00,,,,,   82.76,   49.18,    0.00,    0.00,,,,,  344.39,  212.89,    0.00,    0.00,  557.28,   11.67,    0.00,   1523.98,    964.41,      0.00,      0.00,      1.07,   1523.98,    964.41,   2488.38
2026-01-14,17:54:35.516,  187.54,  152.41,    0.00,    0.00,,,,,  162.76,  129.70,    0.00,    0.00,,,,,  157.21,  125.73,    0.00,    0.00,,,,,  195.00,  160.71,    0.00,    0.00,,,,,  702.51,  568.54,    0.00,    0.00, 1271.05,  121.06,   74.52,    0.00,    0.00,,,,,  108.99,   62.29,    0.00,    0.00,,,,,  125.53,   79.27,    0.00,    0.00,,,,,  111.35,   63.80,    0.00,    0.00,,,,,  466.94,  279.87,    0.00,    0.00,  746.81,    0.89,    0.00,   1169.45,    848.41,      0.00,      0.00,      2.25,   1169.45,    848.41,   2017.86
2026-01-14,17:54:36.515,  185.63,  150.79,    0.00,    0.00,,,,,  160.48,  128.14,    0.00,    0.00,,,,,  154.96,  124.46,    0.00,    0.00,,,,,  193.03,  159.04,    0.00,    0.00,,,,,  694.11,  562.42,    0.00,    0.00, 1256.53,  113.39,   73.64,    0.00,    0.00,,,,,  101.89,   61.69,    0.00,    0.00,,,,,  118.94,   79.11,    0.00,    0.00,,,,,  103.90,   63.12,    0.00,    0.00,,,,,  438.12,  277.56,    0.00,    0.00,  715.67,    0.17,    0.00,   1132.22,    839.98,      0.00,      0.00,      2.74,   1132.22,    839.98,   1972.20
2026-01-14,17:54:37.516,  221.60,  165.99,    0.00,    0.00,,,,,  196.54,  143.48,    0.00,    0.00,,,,,  192.91,  141.30,    0.00,    0.00,,,,,  230.30,  175.45,    0.00,    0.00,,,,,  841.36,  626.22,    0.00,    0.00, 1467.58,  115.73,   73.56,    0.00,    0.00,,,,,  105.75,   62.72,    0.00,    0.00,,,,,  122.86,   80.37,    0.00,    0.00,,,,,  106.34,   63.18,    0.00,    0.00,,,,,  450.67,  279.82,    0.00,    0.00,  730.50,    0.18,    0.00,   1292.03,    906.04,      0.00,      0.00,      3.00,   1292.03,    906.04,   2198.08
2026-01-14,17:54:38.516,  202.40,  158.59,    0.00,    0.00,,,,,  181.29,  139.35,    0.00,    0.00,,,,,  176.18,  135.23,    0.00,    0.00,,,,,  210.89,  167.84,    0.00,    0.00,,,,,  770.77,  601.00,    0.00,    0.00, 1371.77,  133.03,   79.74,    0.00,    0.00,,,,,  126.68,   72.96,    0.00,    0.00,,,,,  142.03,   88.58,    0.00,    0.00,,,,,  125.46,   71.08,    0.00,    0.00,,,,,  527.20,  312.35,    0.00,    0.00,  839.55,    0.45,    0.00,   1297.97,    913.35,      0.00,      0.00,      4.50,   1297.97,    913.35,   2211.32
2026-01-14,17:54:39.516,  192.15,  152.16,    0.00,    0.00,,,,,  166.19,  127.63,    0.00,    0.00,,,,,  160.94,  123.53,    0.00,    0.00,,,,,  197.48,  157.85,    0.00,    0.00,,,,,  716.77,  561.16,    0.00,    0.00, 1277.93,  102.94,   62.10,    0.00,    0.00,,,,,  118.01,   75.61,    0.00,    0.00,,,,,  127.41,   85.47,    0.00,    0.00,,,,,  103.53,   61.35,    0.00,    0.00,,,,,  451.90,  284.52,    0.00,    0.00,  736.42,    0.29,    0.00,   1168.66,    845.69,      0.00,      0.00,      3.16,   1168.66,    845.69,   2014.35
2026-01-14,17:54:40.516,  184.45,  150.54,    0.00,    0.00,,,,,  159.47,  126.95,    0.00,    0.00,,,,,  153.69,  122.13,    0.00,    0.00,,,,,  190.21,  156.61,    0.00,    0.00,,,,,  687.82,  556.22,    0.00,    0.00, 1244.04,  103.21,   61.86,    0.00,    0.00,,,,,  116.32,   73.33,    0.00,    0.00,,,,,  127.09,   84.23,    0.00,    0.00,,,,,  102.92,   60.00,    0.00,    0.00,,,,,  449.54,  279.43,    0.00,    0.00,  728.97,    0.19,    0.00,   1137.36,    835.65,      0.00,      0.00,      2.11,   1137.36,    835.65,   1973.01
2026-01-14,17:54:41.517,  163.33,  136.47,    0.00,    0.00,,,,,  143.54,  117.50,    0.00,    0.00,,,,,  136.39,  112.01,    0.00,    0.00,,,,,  170.43,  144.01,    0.00,    0.00,,,,,  613.70,  509.99,    0.00,    0.00, 1123.68,  127.84,   81.41,    0.00,    0.00,,,,,  114.98,   68.19,    0.00,    0.00,,,,,  132.17,   85.15,    0.00,    0.00,,,,,  115.40,   67.14,    0.00,    0.00,,,,,  490.39,  301.89,    0.00,    0.00,  792.28,    0.16,    0.00,   1104.08,    811.88,      0.00,      0.00,      2.41,   1104.08,    811.88,   1915.96
2026-01-14,17:54:42.517,  220.76,  145.22,    0.00,    0.00,,,,,  206.78,  131.65,    0.00,    0.00,,,,,  196.43,  123.29,    0.00,    0.00,,,,,  228.08,  153.13,    0.00,    0.00,,,,,  852.06,  553.29,    0.00,    0.00, 1405.35,  118.75,   77.00,    0.00,    0.00,,,,,  110.30,   67.12,    0.00,    0.00,,,,,  124.44,   81.39,    0.00,    0.00,,,,,  108.91,   65.98,    0.00,    0.00,,,,,  462.40,  291.49,    0.00,    0.00,  753.89,    0.12,    0.00,   1314.46,    844.78,      0.00,      0.00,      2.15,   1314.46,    844.78,   2159.24
2026-01-14,17:54:43.517,  169.24,  137.95,    0.00,    0.00,,,,,  152.52,  122.14,    0.00,    0.00,,,,,  143.02,  114.59,    0.00,    0.00,,,,,  176.20,  145.58,    0.00,    0.00,,,,,  640.97,  520.26,    0.00,    0.00, 1161.23,  123.79,   79.53,    0.00,    0.00,,,,,  115.05,   69.65,    0.00,    0.00,,,,,  130.50,   85.16,    0.00,    0.00,,,,,  113.68,   68.38,    0.00,    0.00,,,,,  483.02,  302.73,    0.00,    0.00,  785.75,    5.88,    0.00,   1123.99,    822.99,      0.00,      0.00,     33.52,   1123.99,    822.99,   1946.98
2026-01-14,17:54:44.518,   91.88,   59.57,    0.00,    0.00,,,,,   88.56,   56.37,    0.00,    0.00,,,,,   86.70,   54.78,    0.00,    0.00,,,,,   93.75,   61.46,    0.00,    0.00,,,,,  360.89,  232.19,    0.00,    0.00,  593.08,   45.33,   27.39,    0.00,    0.00,,,,,   43.43,   25.28,    0.00,    0.00,,,,,   47.04,   28.82,    0.00,    0.00,,,,,   42.91,   24.83,    0.00,    0.00,,,,,  178.72,  106.32,    0.00,    0.00,  285.04,   11.64,    0.00,    539.61,    338.51,      0.00,      0.00,      2.37,    539.61,    338.51,    878.12
2026-01-14,17:54:45.519,   32.50,   17.17,    0.00,    0.00,,,,,   31.71,   16.62,    0.00,    0.00,,,,,   31.55,   16.44,    0.00,    0.00,,,,,   32.47,   17.15,    0.00,    0.00,,,,,  128.23,   67.38,    0.00,    0.00,  195.60,   18.32,   13.28,    0.00,    0.00,,,,,   18.28,   13.30,    0.00,    0.00,,,,,   18.27,   13.24,    0.00,    0.00,,,,,   18.42,   13.34,    0.00,    0.00,,,,,   73.28,   53.15,    0.00,    0.00,  126.44,    1.58,    0.00,    201.51,    120.53,      0.00,      0.00,      1.88,    201.51,    120.53,    322.04
2026-01-14,17:54:46.519,   33.31,   17.60,    0.00,    0.00,,,,,   32.64,   17.12,    0.00,    0.00,,,,,   32.56,   16.99,    0.00,    0.00,,,,,   33.31,   17.58,    0.00,    0.00,,,,,  131.83,   69.29,    0.00,    0.00,  201.12,   15.65,   12.75,    0.00,    0.00,,,,,   15.63,   12.79,    0.00,    0.00,,,,,   15.63,   12.79,    0.00,    0.00,,,,,   15.75,   12.86,    0.00,    0.00,,,,,   62.66,   51.19,    0.00,    0.00,  113.85,    0.41,    0.00,    194.50,    120.47,      0.00,      0.00,      2.43,    194.50,    120.47,    314.97
2026-01-14,17:54:47.519,   36.19,   16.61,    0.00,    0.00,,,,,   35.62,   16.13,    0.00,    0.00,,,,,   35.53,   16.00,    0.00,    0.00,,,,,   36.17,   16.57,    0.00,    0.00,,,,,  143.50,   65.30,    0.00,    0.00,  208.80,   14.55,   12.42,    0.00,    0.00,,,,,   14.52,   12.41,    0.00,    0.00,,,,,   14.52,   12.38,    0.00,    0.00,,,,,   14.65,   12.52,    0.00,    0.00,,,,,   58.23,   49.73,    0.00,    0.00,  107.96,    0.17,    0.00,    201.74,    115.03,      0.00,      0.00,      2.44,    201.74,    115.03,    316.76
2026-01-14,17:54:48.519,   37.76,   18.66,    0.00,    0.00,,,,,   36.98,   18.19,    0.00,    0.00,,,,,   36.89,   18.05,    0.00,    0.00,,,,,   37.74,   18.67,    0.00,    0.00,,,,,  149.38,   73.58,    0.00,    0.00,  222.96,   17.60,   12.92,    0.00,    0.00,,,,,   17.54,   12.89,    0.00,    0.00,,,,,   17.52,   12.88,    0.00,    0.00,,,,,   17.61,   12.98,    0.00,    0.00,,,,,   70.27,   51.67,    0.00,    0.00,  121.94,    0.15,    0.00,    219.65,    125.25,      0.00,      0.00,      2.58,    219.65,    125.25,    344.90
2026-01-14,17:54:49.519,  233.14,  149.12,    0.00,    0.00,,,,,  228.49,  143.90,    0.00,    0.00,,,,,  223.67,  140.12,    0.00,    0.00,,,,,  237.16,  153.07,    0.00,    0.00,,,,,  922.46,  586.21,    0.00,    0.00, 1508.67,   84.16,   52.29,    0.00,    0.00,,,,,   81.16,   48.46,    0.00,    0.00,,,,,   86.54,   53.99,    0.00,    0.00,,,,,   78.71,   46.28,    0.00,    0.00,,,,,  330.57,  201.03,    0.00,    0.00,  531.60,    0.30,    0.00,   1253.03,    787.23,      0.00,      0.00,      2.05,   1253.03,    787.23,   2040.27
2026-01-14,17:54:50.520,  214.30,  169.59,    0.00,    0.00,,,,,  214.09,  165.97,    0.00,    0.00,,,,,  202.84,  156.38,    0.00,    0.00,,,,,  226.52,  181.31,    0.00,    0.00,,,,,  857.75,  673.25,    0.00,    0.00, 1531.00,  136.56,   83.42,    0.00,    0.00,,,,,  132.00,   76.24,    0.00,    0.00,,,,,  149.02,   93.51,    0.00,    0.00,,,,,  126.32,   71.49,    0.00,    0.00,,,,,  543.90,  324.66,    0.00,    0.00,  868.56,    0.21,    0.00,   1401.65,    997.91,      0.00,      0.00,      2.41,   1401.65,    997.91,   2399.56
2026-01-14,17:54:51.520,  278.11,  213.31,    0.00,    0.00,,,,,  273.80,  205.92,    0.00,    0.00,,,,,  264.34,  197.92,    0.00,    0.00,,,,,  288.33,  223.18,    0.00,    0.00,,,,, 1104.58,  840.33,    0.00,    0.00, 1944.92,  137.43,   83.23,    0.00,    0.00,,,,,  133.12,   76.38,    0.00,    0.00,,,,,  150.34,   93.69,    0.00,    0.00,,,,,  127.93,   72.05,    0.00,    0.00,,,,,  548.82,  325.36,    0.00,    0.00,  874.17,    0.26,    0.00,   1653.40,   1165.69,      0.00,      0.00,      2.78,   1653.40,   1165.69,   2819.09
2026-01-14,17:54:52.519,  217.76,  176.74,    0.00,    0.00,,,,,  213.82,  169.37,    0.00,    0.00,,,,,  202.56,  159.03,    0.00,    0.00,,,,,  228.47,  186.51,    0.00,    0.00,,,,,  862.62,  691.65,    0.00,    0.00, 1554.27,  133.98,   81.02,    0.00,    0.00,,,,,  131.39,   75.55,    0.00,    0.00,,,,,  148.40,   92.52,    0.00,    0.00,,,,,  125.35,   70.52,    0.00,    0.00,,,,,  539.12,  319.61,    0.00,    0.00,  858.73,    0.19,    0.00,   1401.74,   1011.26,      0.00,      0.00,      2.22,   1401.74,   1011.26,   2413.00
2026-01-14,17:54:53.520,  190.70,  159.76,    0.00,    0.00,,,,,  176.03,  143.54,    0.00,    0.00,,,,,  167.19,  135.76,    0.00,    0.00,,,,,  197.74,  166.18,    0.00,    0.00,,,,,  731.66,  605.23,    0.00,    0.00, 1336.90,  135.53,   85.71,    0.00,    0.00,,,,,  130.32,   78.09,    0.00,    0.00,,,,,  147.36,   94.69,    0.00,    0.00,,,,,  124.09,   72.79,    0.00,    0.00,,,,,  537.29,  331.29,    0.00,    0.00,  868.58,    0.23,    0.00,   1268.96,    936.52,      0.00,      0.00,      2.78,   1268.96,    936.52,   2205.48
2026-01-14,17:54:54.520,  210.71,  170.93,    0.00,    0.00,,,,,  198.17,  156.98,    0.00,    0.00,,,,,  188.46,  148.58,    0.00,    0.00,,,,,  219.19,  178.76,    0.00,    0.00,,,,,  816.54,  655.26,    0.00,    0.00, 1471.80,  129.12,   83.34,    0.00,    0.00,,,,,  124.71,   76.46,    0.00,    0.00,,,,,  141.16,   93.02,    0.00,    0.00,,,,,  117.68,   70.69,    0.00,    0.00,,,,,  512.67,  323.51,    0.00,    0.00,  836.17,   18.12,    0.00,   1329.21,    978.76,      0.00,      0.00,     41.66,   1329.21,    978.76,   2307.97
2026-01-14,17:54:55.520,  187.52,  155.63,    0.00,    0.00,,,,,  178.81,  145.63,    0.00,    0.00,,,,,  168.30,  137.09,    0.00,    0.00,,,,,  197.20,  164.70,    0.00,    0.00,,,,,  731.83,  603.05,    0.00,    0.00, 1334.87,  142.37,   87.14,    0.00,    0.00,,,,,  135.52,   77.99,    0.00,    0.00,,,,,  151.73,   93.87,    0.00,    0.00,,,,,  129.02,   72.49,    0.00,    0.00,,,,,  558.65,  331.49,    0.00,    0.00,  890.13,    1.38,    0.00,   1290.47,    934.53,      0.00,      0.00,      3.21,   1290.47,    934.53,   2225.00
